rating,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,,,,,289741,Saw X (2023),4.0,14353,100.0,0.024,"[""Usual Suspects, The (1995)"", ""Shawshank Redemption, The (1994)"", ""Godfather, The (1972)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Star Wars: Episode IV - A New Hope (1977)""]","[""Shawshank Redemption, The (1994)"", ""Usual Suspects, The (1995)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Star Wars: Episode IV - A New Hope (1977)"", ""Godfather, The (1972)""]"
rating,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,,,,,148735,Many Wars Ago (1971),4.0,336448,100.0,0.032,"[""Shawshank Redemption, The (1994)"", ""Usual Suspects, The (1995)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Star Wars: Episode IV - A New Hope (1977)"", ""Godfather, The (1972)""]","[""Star Wars: Episode IV - A New Hope (1977)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Shawshank Redemption, The (1994)"", ""Godfather, The (1972)"", ""Usual Suspects, The (1995)""]"
rating,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,,,,,71135,Pandorum (2009),4.0,11064,0.0,2.237,[],"[""Alien (1979)"", ""Aliens (1986)"", ""28 Days Later (2002)"", ""District 9 (2009)"", ""Silence of the Lambs, The (1991)""]"
rating,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,,,,,166524,Hello Ghost (2010),3.5,20752,100.0,0.019,"[""Alien (1979)"", ""Aliens (1986)"", ""28 Days Later (2002)"", ""District 9 (2009)"", ""Silence of the Lambs, The (1991)""]","[""Alien (1979)"", ""Aliens (1986)"", ""28 Days Later (2002)"", ""District 9 (2009)"", ""Silence of the Lambs, The (1991)""]"
consent,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,1,,,,,,,,,,,,
pre,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,1,3,5,,,,,,,,,
rating,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,,,,,183741,Aruvi (2017),3.0,11160,0.0,0.009,[],"[""Parasite (2019)"", ""Avengers: Infinity War - Part I (2018)"", ""Spider-Man: Into the Spider-Verse (2018)"", ""Knives Out (2019)"", ""Avengers: Infinity War - Part II (2019)""]"
rating,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,,,,,261907,A Man's Land (1932),4.5,22690,100.0,0.001,"[""Parasite (2019)"", ""Avengers: Infinity War - Part I (2018)"", ""Spider-Man: Into the Spider-Verse (2018)"", ""Knives Out (2019)"", ""Avengers: Infinity War - Part II (2019)""]","[""Parasite (2019)"", ""Avengers: Infinity War - Part I (2018)"", ""Joker (2019)"", ""Spider-Man: Into the Spider-Verse (2018)"", ""Avengers: Infinity War - Part II (2019)""]"
consent,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,1,,,,,,,,,,,,
pre,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,1,3,5,,,,,,,,,
rating,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,,,,,122092,Guy X (2005),3.0,29789,0.0,0.015,[],"[""Star Wars: Episode IV - A New Hope (1977)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Matrix, The (1999)"", ""Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"", ""Shawshank Redemption, The (1994)""]"
rating,05fc50f4-da80-4f0a-bc13-38c213bf3a3f,guided,0,,,,,,287453,Anna Nicole Smith: You Don't Know Me (2023),4.5,25419,100.0,0.005,"[""Star Wars: Episode IV - A New Hope (1977)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Matrix, The (1999)"", ""Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"", ""Shawshank Redemption, The (1994)""]","[""Star Wars: Episode IV - A New Hope (1977)"", ""Star Wars: Episode V - The Empire Strikes Back (1980)"", ""Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"", ""Star Wars: Episode VI - Return of the Jedi (1983)"", ""Shawshank Redemption, The (1994)""]"
